id,tag,level,question_kr,question_en
805,차 드라이브 하기,4,차 드라이브 하기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do driving alone or with others? Why?
806,박물관 가기,4,박물관 가기를 하게 된 특별한 계기가 있었나요?,What do you enjoy the most about visiting museums?
807,구직활동하기,4,구직활동하기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do job hunting alone or with others? Why?
808,집에서 보내는 휴가,6,집에서 보내는 휴가와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy staycations anymore, what would you replace it with and why?"
809,크로켓,5,크로켓를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended croquet to someone? What was their reaction?
810,크로켓,5,크로켓를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing croquet regularly?
811,크로켓,5,크로켓를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,What impact does croquet have on your daily life or mood?
812,조깅,5,조깅와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How do you balance your schedule to continue doing jogging regularly?
813,탁구,4,탁구를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in table tennis and where do you usually go?
814,집에서 보내는 휴가,4,집에서 보내는 휴가는 평소에 어떤 방식으로 즐기시나요?,What do you enjoy the most about staycations?
815,해외출장,6,해외출장와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy business trips abroad anymore, what would you replace it with and why?"
816,헬스,6,헬스가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to working out.
817,글쓰기,6,"글쓰기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce writing to someone from another country?
818,자원봉사,6,자원봉사가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,What social or cultural significance does volunteering have in your country?
819,자원봉사,5,자원봉사와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing volunteering, and how did you overcome them?"
820,요리하기,6,요리하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare cooking with another hobby you enjoy. What are the key differences?
821,게임하기,5,게임하기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How do you balance your schedule to continue doing 게임하기 regularly?
822,콘서트 보기,5,콘서트 보기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended attending concerts to someone? What was their reaction?
823,카페/커피전문점 가기,6,카페/커피전문점 가기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does visiting cafes have in your country?
824,악기 연주하기,4,악기 연주하기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do playing musical instruments alone or with others? Why?
825,신문 읽기,4,신문 읽기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do reading newspapers alone or with others? Why?
826,음악 감상하기,5,음악 감상하기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended listening to music to someone? What was their reaction?
827,공연 보기,4,공연 보기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do watching performances alone or with others? Why?
828,걷기,5,걷기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended walking to someone? What was their reaction?
829,공원 가기,5,공원 가기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended going to parks to someone? What was their reaction?
830,집에서 보내는 휴가,5,집에서 보내는 휴가와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,What impact does staycations have on your daily life or mood?
831,쇼핑하기,6,"쇼핑하기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does shopping have in your country?
832,국내 여행,4,국내 여행를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do domestic travel alone or with others? Why?
833,당구 치기,6,당구 치기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare playing billiards with another hobby you enjoy. What are the key differences?
834,TV시청 하기,5,TV시청 하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in watching TV changed over time?
835,골프,4,골프를 하게 된 특별한 계기가 있었나요?,When did you first start golf and why?
836,게임하기,5,게임하기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in 게임하기 changed over time?
837,농구,5,농구를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing basketball regularly?
838,축구,5,축구를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,What impact does soccer have on your daily life or mood?
839,클럽/나이트클럽 가기,5,클럽/나이트클럽 가기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended going to clubs or nightclubs to someone? What was their reaction?
840,캠핑 하기,6,캠핑 하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,What social or cultural significance does camping have in your country?
841,당구 치기,4,당구 치기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start playing billiards and why?
842,시험 대비 과정 수강,6,"시험 대비 과정 수강를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does taking test prep courses have in your country?
843,악기 연주하기,4,악기 연주하기를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in playing musical instruments and where do you usually go?
844,야구/소프트볼,6,야구/소프트볼를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to baseball/softball.
845,조깅,4,조깅를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in jogging and where do you usually go?
846,헬스,4,헬스를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do working out alone or with others? Why?
847,골프,5,골프를 꾸준히 하기 위해 어떤 노력을 하시나요?,Have you ever recommended golf to someone? What was their reaction?
848,수영,4,수영를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do swimming alone or with others? Why?
849,탁구,4,탁구를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy table tennis.
850,클럽/나이트클럽 가기,4,클럽/나이트클럽 가기는 평소에 어떤 방식으로 즐기시나요?,Describe a typical time when you enjoy going to clubs or nightclubs.
851,공연 보기,4,공연 보기를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy watching performances.
852,수영,5,수영를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended swimming to someone? What was their reaction?
853,친구들과 문자 대화,4,친구들과 문자 대화를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Describe a typical time when you enjoy texting with friends.
854,요가,6,요가와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,How would you introduce yoga to someone from another country?
855,하키,4,하키는 평소에 어떤 방식으로 즐기시나요?,How often do you engage in 하키 and where do you usually go?
856,걷기,6,"걷기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to walking.
857,카페/커피전문점 가기,5,카페/커피전문점 가기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended visiting cafes to someone? What was their reaction?
858,SNS에 글 올리기,5,SNS에 글 올리기를 꾸준히 하기 위해 어떤 노력을 하시나요?,Have you ever recommended posting on social media to someone? What was their reaction?
859,아이에게 책 읽어주기,6,아이에게 책 읽어주기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare reading to children with another hobby you enjoy. What are the key differences?
860,쇼핑하기,5,쇼핑하기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,What impact does shopping have on your daily life or mood?
861,콘서트 보기,5,콘서트 보기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in attending concerts changed over time?
862,악기 연주하기,6,악기 연주하기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does playing musical instruments have in your country?
863,배드민턴,4,배드민턴를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do badminton alone or with others? Why?
864,글쓰기,5,글쓰기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing writing regularly?
865,요리하기,5,요리하기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,How has your interest in cooking changed over time?
866,요가,5,요가를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in yoga changed over time?
867,자전거,4,자전거를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do biking alone or with others? Why?
868,혼자 노래 부르거나 합창,5,혼자 노래 부르거나 합창를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in singing alone or in choir changed over time?
869,배드민턴,6,배드민턴를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to badminton.
870,요가,4,요가를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy yoga.
871,사진 촬영하기,6,사진 촬영하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to taking photos.
872,운동 수업 수강하기,6,운동 수업 수강하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare taking fitness classes with another hobby you enjoy. What are the key differences?
873,아이스 스케이트,6,아이스 스케이트와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,How would you introduce ice skating to someone from another country?
874,걷기,6,걷기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,"If you couldn’t enjoy walking anymore, what would you replace it with and why?"
875,아이에게 책 읽어주기,5,아이에게 책 읽어주기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended reading to children to someone? What was their reaction?
876,스키/스노보드,5,스키/스노보드를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in skiing/snowboarding changed over time?
877,축구,6,"축구를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to soccer.
878,사진 촬영하기,6,사진 촬영하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,What social or cultural significance does taking photos have in your country?
879,구직활동하기,6,구직활동하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,What social or cultural significance does job hunting have in your country?
880,박물관 가기,4,박물관 가기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do visiting museums alone or with others? Why?
881,탁구,5,탁구와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,What impact does table tennis have on your daily life or mood?
882,주거 개선,5,주거 개선를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing improving living space regularly?
883,콘서트 보기,4,콘서트 보기를 하게 된 특별한 계기가 있었나요?,How often do you engage in attending concerts and where do you usually go?
884,태권도,4,태권도를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,How often do you engage in 태권도 and where do you usually go?
885,배구,5,배구를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in volleyball changed over time?
886,배드민턴,4,배드민턴를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy badminton.
887,친구들과 문자 대화,4,친구들과 문자 대화를 즐기기에 가장 좋은 장소는 어디인가요?,How often do you engage in texting with friends and where do you usually go?
888,낚시,6,낚시와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,What social or cultural significance does fishing have in your country?
889,낚시,5,낚시를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended fishing to someone? What was their reaction?
890,골프,6,골프와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to golf.
891,집에서 보내는 휴가,4,집에서 보내는 휴가를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,Do you prefer to do staycations alone or with others? Why?
892,뉴스를 보거나 듣기,4,뉴스를 보거나 듣기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about watching or listening to news?
893,배구,5,배구와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,What impact does volleyball have on your daily life or mood?
894,농구,5,농구를 꾸준히 하기 위해 어떤 노력을 하시나요?,Have you ever recommended basketball to someone? What was their reaction?
895,스키/스노보드,6,"스키/스노보드를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does skiing/snowboarding have in your country?
896,낚시,6,낚시를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Describe a memorable or unusual experience related to fishing.
897,해외 여행,4,해외 여행를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Do you prefer to do international travel alone or with others? Why?
898,운동 수업 수강하기,5,운동 수업 수강하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,What impact does taking fitness classes have on your daily life or mood?
899,그림 그리기,6,그림 그리기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,How would you introduce drawing to someone from another country?
900,"하이킹, 트레킹",4,"하이킹, 트레킹는 평소에 어떤 방식으로 즐기시나요?",How often do you engage in hiking/trekking and where do you usually go?
901,골프,6,"골프를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Compare golf with another hobby you enjoy. What are the key differences?
902,태권도,5,태권도와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing 태권도, and how did you overcome them?"
903,당구 치기,6,당구 치기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to playing billiards.
904,"하이킹, 트레킹",4,"하이킹, 트레킹를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?",What do you enjoy the most about hiking/trekking?
905,국내 여행,5,국내 여행를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended domestic travel to someone? What was their reaction?
906,테니스,6,"테니스를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does tennis have in your country?
907,TV시청 하기,4,TV시청 하기를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do watching TV alone or with others? Why?
908,공연 보기,4,공연 보기를 하게 된 특별한 계기가 있었나요?,When did you first start watching performances and why?
909,박물관 가기,6,박물관 가기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce visiting museums to someone from another country?
910,신문 읽기,4,신문 읽기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,What do you enjoy the most about reading newspapers?
911,리얼리티 쇼 시청,6,리얼리티 쇼 시청와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy watching reality shows anymore, what would you replace it with and why?"
912,야구/소프트볼,4,야구/소프트볼를 즐기기에 가장 좋은 장소는 어디인가요?,Do you prefer to do baseball/softball alone or with others? Why?
913,태권도,6,"태권도를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy 태권도 anymore, what would you replace it with and why?"
914,혼자 노래 부르거나 합창,4,혼자 노래 부르거나 합창는 평소에 어떤 방식으로 즐기시나요?,When did you first start singing alone or in choir and why?
915,수영,6,수영와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy swimming anymore, what would you replace it with and why?"
916,차 드라이브 하기,6,차 드라이브 하기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,"If you couldn’t enjoy driving anymore, what would you replace it with and why?"
917,미식축구,6,"미식축구를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",Describe a memorable or unusual experience related to American football.
918,그림 그리기,6,그림 그리기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,What social or cultural significance does drawing have in your country?
919,주거 개선,5,주거 개선를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How has your interest in improving living space changed over time?
920,캠핑 하기,6,캠핑 하기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare camping with another hobby you enjoy. What are the key differences?
921,리얼리티 쇼 시청,5,리얼리티 쇼 시청를 꾸준히 하기 위해 어떤 노력을 하시나요?,How do you balance your schedule to continue doing watching reality shows regularly?
922,주거 개선,5,주거 개선를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing improving living space, and how did you overcome them?"
923,축구,4,축구를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy soccer.
924,구직활동하기,5,구직활동하기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in job hunting changed over time?
925,차 드라이브 하기,5,차 드라이브 하기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How do you balance your schedule to continue doing driving regularly?
926,악기 연주하기,4,악기 연주하기를 하게 된 특별한 계기가 있었나요?,Describe a typical time when you enjoy playing musical instruments.
927,뉴스를 보거나 듣기,5,뉴스를 보거나 듣기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing watching or listening to news, and how did you overcome them?"
928,농구,6,농구를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,How would you introduce basketball to someone from another country?
929,해외 여행,6,해외 여행가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Compare international travel with another hobby you enjoy. What are the key differences?
930,테니스,5,테니스를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in tennis changed over time?
931,요리 관련 프로그램 시청,5,요리 관련 프로그램 시청를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,"What challenges have you faced while doing watching cooking shows, and how did you overcome them?"
932,리얼리티 쇼 시청,5,리얼리티 쇼 시청를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,Have you ever recommended watching reality shows to someone? What was their reaction?
933,TV시청 하기,6,"TV시청 하기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does watching TV have in your country?
934,아이에게 책 읽어주기,5,아이에게 책 읽어주기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,What impact does reading to children have on your daily life or mood?
935,혼자 노래 부르거나 합창,6,혼자 노래 부르거나 합창가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,"If you couldn’t enjoy singing alone or in choir anymore, what would you replace it with and why?"
936,자전거,5,자전거를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended biking to someone? What was their reaction?
937,하키,6,하키와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,"If you couldn’t enjoy 하키 anymore, what would you replace it with and why?"
938,공연 보기,6,공연 보기가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,Describe a memorable or unusual experience related to watching performances.
939,걷기,4,걷기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about walking?
940,시험 대비 과정 수강,6,"시험 대비 과정 수강를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy taking test prep courses anymore, what would you replace it with and why?"
941,그림 그리기,5,그림 그리기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,How has your interest in drawing changed over time?
942,SNS에 글 올리기,5,SNS에 글 올리기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does posting on social media have on your daily life or mood?
943,체스 하기,6,체스 하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,Compare 체스 하기 with another hobby you enjoy. What are the key differences?
944,집에서 보내는 휴가,6,"집에서 보내는 휴가를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",How would you introduce staycations to someone from another country?
945,게임하기,6,게임하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare 게임하기 with another hobby you enjoy. What are the key differences?
946,뉴스를 보거나 듣기,4,뉴스를 보거나 듣기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy watching or listening to news.
947,신문 읽기,5,신문 읽기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing reading newspapers, and how did you overcome them?"
948,배드민턴,6,배드민턴가 다른 사람들과 교류하는 데 어떤 역할을 했는지 구체적으로 말씀해 주세요.,What social or cultural significance does badminton have in your country?
949,박물관 가기,5,박물관 가기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,Have you ever recommended visiting museums to someone? What was their reaction?
950,춤추기,4,춤추기를 하게 된 특별한 계기가 있었나요?,Do you prefer to do dancing alone or with others? Why?
951,집에서 보내는 휴가,5,집에서 보내는 휴가를 꾸준히 하기 위해 어떤 노력을 하시나요?,Have you ever recommended staycations to someone? What was their reaction?
952,뉴스를 보거나 듣기,6,"뉴스를 보거나 듣기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.",What social or cultural significance does watching or listening to news have in your country?
953,자전거,5,자전거를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How do you balance your schedule to continue doing biking regularly?
954,수영,5,수영와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing swimming, and how did you overcome them?"
955,사진 촬영하기,6,사진 촬영하기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Compare taking photos with another hobby you enjoy. What are the key differences?
956,술집/바에 가기,4,술집/바에 가기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in going to pubs or bars and where do you usually go?
957,사진 촬영하기,6,사진 촬영하기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,"If you couldn’t enjoy taking photos anymore, what would you replace it with and why?"
958,여행 관련 잡지나 블로그 읽기,4,여행 관련 잡지나 블로그 읽기를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy reading travel blogs or magazines.
959,국내 여행,6,국내 여행와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Compare domestic travel with another hobby you enjoy. What are the key differences?
960,영화 보기,5,영화 보기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,How has your interest in watching movies changed over time?
961,해외출장,4,해외출장를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,What do you enjoy the most about business trips abroad?
962,체스 하기,6,"체스 하기를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy 체스 하기 anymore, what would you replace it with and why?"
963,글쓰기,4,글쓰기를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,When did you first start writing and why?
964,구직활동하기,5,구직활동하기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,"What challenges have you faced while doing job hunting, and how did you overcome them?"
965,애완동물 키우기,5,애완동물 키우기와 관련된 특별한 기억이나 에피소드가 있다면 말씀해 주세요.,Have you ever recommended raising pets to someone? What was their reaction?
966,조깅,6,"조깅를 중단했던 적이 있다면, 그 이유와 다시 시작하게 된 계기를 말씀해 주세요.","If you couldn’t enjoy jogging anymore, what would you replace it with and why?"
967,"하이킹, 트레킹",5,"하이킹, 트레킹를 할 때 가장 성취감을 느끼는 순간은 언제인가요?",How has your interest in hiking/trekking changed over time?
968,운동 수업 수강하기,6,운동 수업 수강하기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,Describe a memorable or unusual experience related to taking fitness classes.
969,SNS에 글 올리기,5,SNS에 글 올리기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,How has your interest in posting on social media changed over time?
970,글쓰기,5,글쓰기를 통해 자신이 성장했다고 느낀 적이 있나요? 어떤 점에서 그렇다고 느끼셨나요?,What impact does writing have on your daily life or mood?
971,사진 촬영하기,4,사진 촬영하기를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy taking photos.
972,악기 연주하기,5,악기 연주하기를 꾸준히 하기 위해 어떤 노력을 하시나요?,How has your interest in playing musical instruments changed over time?
973,춤추기,6,춤추기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,Describe a memorable or unusual experience related to dancing.
974,공원 가기,6,공원 가기를 통해 알게 된 자신만의 강점이나 능력이 있다면 무엇인가요?,"If you couldn’t enjoy going to parks anymore, what would you replace it with and why?"
975,신문 읽기,5,신문 읽기를 할 때 가장 성취감을 느끼는 순간은 언제인가요?,Have you ever recommended reading newspapers to someone? What was their reaction?
976,요리하기,4,요리하기를 즐길 때 필요한 물건이나 도구가 있다면 어떤 것이 있나요?,How often do you engage in cooking and where do you usually go?
977,스키/스노보드,4,스키/스노보드를 하게 된 특별한 계기가 있었나요?,Do you prefer to do skiing/snowboarding alone or with others? Why?
978,여행 관련 잡지나 블로그 읽기,5,여행 관련 잡지나 블로그 읽기를 하면서 생긴 사회적 관계나 인연이 있다면 어떤 것이 있나요?,"What challenges have you faced while doing reading travel blogs or magazines, and how did you overcome them?"
979,공원 가기,4,공원 가기를 즐기기에 가장 좋은 장소는 어디인가요?,When did you first start going to parks and why?
980,독서,6,독서를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy reading books anymore, what would you replace it with and why?"
981,술집/바에 가기,6,술집/바에 가기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,"If you couldn’t enjoy going to pubs or bars anymore, what would you replace it with and why?"
982,클럽/나이트클럽 가기,6,클럽/나이트클럽 가기를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,How would you introduce going to clubs or nightclubs to someone from another country?
983,미식축구,6,미식축구를 통해 삶의 태도나 가치관이 바뀐 경험이 있다면 말씀해 주세요.,What social or cultural significance does American football have in your country?
984,뉴스를 보거나 듣기,4,뉴스를 보거나 듣기를 하게 된 특별한 계기가 있었나요?,Do you prefer to do watching or listening to news alone or with others? Why?
985,하키,4,하키를 하면서 느끼는 감정을 구체적으로 설명해 주세요.,Describe a typical time when you enjoy 하키.
986,요리 관련 프로그램 시청,4,요리 관련 프로그램 시청를 즐기기에 가장 좋은 장소는 어디인가요?,Describe a typical time when you enjoy watching cooking shows.
987,음악 감상하기,6,음악 감상하기와 관련된 커뮤니티 활동이나 단체 참여 경험이 있다면 소개해 주세요.,How would you introduce listening to music to someone from another country?
